"POPONE"	"POPTWO"	"POPTHREE"	"DISP"
62456	2059	12369	0.1049721
169	1438	19529	0.2048193
5968	6760	131	0.2740905
145	227	664	0.0356825
808	99244	444	0.1698605
90262	266	3432	0.0727387
94473	678	50003	0.0126623
479	18614	77537	0.0685597
1136	135	244	0.154659
93923	65661	848	0.1020517
414	34053	20899	0.235674
19750	14459	6394	0.085464
36103	8467	49657	0.1058995
4090	29936	53557	0.2109979
181	9126	458	0.1683476
1531	29742	1316	0.0755329
1632	387	263	0.0805125
1152	4595	3556	0.0053253
274	5244	10060	0.1896511
6522	11465	996	0.0865328
374	547	29165	0.1997343
1215	260	36838	0.0300183
8301	63076	1336	0.216765
5697	18474	29478	0.0563847
12388	398	226	0.0399066
221	55774	71790	0.1692219
2261	9063	3927	0.2614447
2463	20544	34968	0.2958071
109	727	361	0.2017575
522	7124	1931	0.0649026
3126	66122	282	0.0662552
2072	6376	157	0.1746938
231	111	200	0.2199948
465	4851	2097	0.0615231
498	4008	2752	0.2067045
49938	517	10336	0.1270144
2017	2020	5207	0.1093138
891	462	232	0.0346068
171	203	124	0.1145818
11984	1479	234	0.0739245
1818	97984	1495	0.2324542
41138	6762	878	0.1770998
36067	17871	199	0.2624553
799	417	191	0.1149022
38475	138	368	0.0170741
53202	10641	2378	0.2626004
6103	204	1059	0.1343257
63127	1662	139	0.201446
1141	252	148	0.003744
73751	106	19090	0.1300515
1281	24099	113	0.0644758
85691	860	16885	0.1366777
4572	30459	41211	0.222682
40413	33894	88288	0.0169351
804	3200	61295	0.28256
1630	1398	323	0.1699696
2850	110	1457	0.1145923
42425	394	5980	0.286444
43434	2655	30706	0.1149754
926	22969	33724	0.2581767
940	96235	251	0.2974622
101	9956	3199	0.2357967
8864	134	7479	0.1721849
251	4838	33402	0.1243131
55484	4265	1437	0.1783183
92876	73510	6899	0.2078344
3239	42823	6713	0.2631908
33245	886	4615	0.1547735
36105	45735	894	0.2490499
555	6677	14994	0.0211769
200	34162	97362	0.0844449
424	8135	1060	0.0559489
81980	71705	21029	0.1335026
69090	3803	827	0.2425505
266	549	10541	0.0517904
1791	47914	152	0.1735882
66993	21895	5413	0.2556203
1138	410	165	0.2184679
5203	2004	28863	0.1632879
106	181	1448	0.2084982
16066	1222	406	0.2003825
49507	9633	2321	0.0821688
68268	4086	571	0.1188813
586	3651	98683	0.1116456
656	4857	2421	0.1995314
7646	584	25042	0.082873
446	1720	532	0.0835595
7682	8585	1147	0.2604077
804	257	57658	0.0064295
8172	4164	5516	0.1709579
3335	111	1486	0.2061208
5369	28222	61095	0.0887555
449	1677	806	0.2191336
2361	16868	1059	0.2601835
152	157	17496	0.2630378
117	55740	12024	0.1124642
122	512	103	0.1706905
68013	349	2140	0.2929704
1081	144	1225	0.269212
24759	148	63615	0.1047802
1131	337	3914	0.225511
7283	2058	334	0.2780781
210	11242	111	0.0205452
6122	1577	239	0.1593392
10303	1029	939	0.2037815
113	41153	1213	0.2604541
148	238	396	0.2118074
231	51465	11962	0.040107
74832	155	38264	0.2865964
910	762	556	0.1494858
4977	10090	542	0.0794779
306	5200	7009	0.1429525
97325	513	12399	0.0275676
64101	123	9332	0.0652636
451	2515	47023	0.1996372
226	43849	10846	0.1828465
225	1105	29599	0.0992146
514	4603	55934	0.0583455
1058	183	87982	0.2781165
64201	981	431	0.2518448
52927	15782	27909	0.1368363
22756	27279	2321	0.1045627
68903	3460	248	0.2967098
148	12089	5587	0.1113559
953	296	708	0.0705647
8100	714	623	0.0469776
969	78569	675	0.1438503
543	34209	19356	0.2608905
3650	1358	3996	0.0387307
29585	89713	120	0.2240296
115	9990	138	0.000552769
56833	7832	61443	0.0554794
18875	111	8938	0.1369041
180	1260	170	0.011478
432	2053	58434	0.1969804
92208	2587	921	0.0597944
2983	2483	66885	0.0165362
21272	71331	2113	0.0424552
1569	632	5680	0.0539451
395	49497	173	0.0871792
18171	32912	4697	0.1765136
37100	747	4411	0.0964354
45540	160	364	0.2305712
421	169	822	0.2639774
636	21904	1782	0.2215153
1982	124	207	0.1404116
616	27157	49797	0.1491862
3396	22788	2952	0.2671512
4509	36314	2557	0.0659058
613	544	48164	0.1835022
390	305	8207	0.0112657
3598	1702	128	0.2791668
102	20917	695	0.2104915
1457	759	25210	0.2587874
729	12934	227	0.1910322
121	809	1912	0.0823379
41239	119	246	0.0512391
4697	48308	34029	0.1012139
21333	8523	2360	0.2192208
8517	27301	10058	0.1201885
3721	384	1363	0.2620693
18694	364	2454	0.0830781
88056	2141	185	0.0275503
11600	99702	20098	0.2579146
1431	96300	5492	0.2363947
19992	469	615	0.1809591
562	180	934	0.1542874
4061	6911	1577	0.003242
14689	10632	4392	0.28105
6978	1918	3312	0.0036167
8344	255	5924	0.2307903
241	7246	167	0.0519461
1516	1306	1666	0.0387452
672	145	100	0.1538263
2620	12820	950	0.2461213
5227	127	20444	0.2908594
25659	72399	3183	0.2756585
41261	277	22705	0.0636291
6351	420	1387	0.1913409
69871	422	6392	0.2211571
6891	7285	367	0.2147524
132	1233	527	0.22584
41438	6067	2030	0.2087153
4649	1194	478	0.1285127
4027	1409	1464	0.1469755
10370	39522	5173	0.1969203
18958	22876	66455	0.1679919
110	8182	655	0.2160063
30938	15665	1424	0.2631102
2751	1711	16926	0.1124115
1797	225	3897	0.1145787
2674	57449	8366	0.2833651
2217	6063	12327	0.1164383
384	78127	2484	0.2678258
23547	2344	986	0.0490227
44814	30790	107	0.1493289
337	899	313	0.0521589
44656	833	23046	0.1771344
63566	24160	23926	0.0851423
10287	6621	375	0.2599551
97152	2835	485	0.2551404
18258	2128	13496	0.0997216
4641	158	13637	0.0918008
3833	2031	5774	0.2483397
355	16131	5846	0.0575835
558	126	18180	0.1746254
6240	434	300	0.1033132
427	116	353	0.1374729
50499	622	2267	0.1733408
803	5272	53923	0.1044868
253	1943	5684	0.2074051
149	18241	32489	0.1056975
387	5502	236	0.0979177
1547	321	11259	0.1612724
5614	77939	1570	0.0528065
264	255	1842	0.0621816
62592	701	14565	0.2509492
1361	31655	93682	0.2493618
4166	106	159	0.2767802
8164	5658	49515	0.0182523
7745	386	68742	0.0103264
44059	137	128	0.208147
994	323	37160	0.1395383
387	170	1183	0.0909609
46652	5349	7433	0.0405966
223	574	2302	0.0405334
71042	61142	1386	0.1086374
729	8159	3187	0.2667803
7835	485	907	0.2027739
66102	1081	35367	0.188691
1503	272	434	0.0728081
14168	16316	1353	0.1214485
149	260	4225	0.0825539
776	606	4776	0.222124
4927	14150	13972	0.0616297
208	11890	34108	0.2110779
21493	13648	571	0.2859898
1202	7254	60010	0.1454389
3576	2849	6027	0.2523602
73987	379	5324	0.0630276
1240	9798	8731	0.0246555
3908	26806	136	0.2783289
2260	6651	1864	0.2960321
89968	487	12843	0.2722771
7612	15259	8870	0.2627711
22053	356	30778	0.2544557
21025	43119	7663	0.0643309
15523	17817	12198	0.1909305
626	210	22165	0.0359297
13215	6995	100	0.260953
179	3746	816	0.1452303
32893	16827	9250	0.2008939
13551	13977	435	0.2225851
2444	29880	3499	0.2184442
1565	4156	795	0.1232764
202	1950	60421	0.1744616
3709	49780	11178	0.1501789
1482	76322	570	0.2872565
112	63463	9739	0.0117621
14588	103	1001	0.0138299
2755	184	55261	0.0958233
8784	625	13431	0.2052017
5662	44525	2046	0.0619307
471	131	7126	0.038101
3326	1286	29090	0.2399485
115	8980	1019	0.1993691
507	236	30438	0.0429949
340	559	113	0.2142524
73398	1787	83532	0.2687838
413	45893	77931	0.1188323
1496	868	10915	0.1771436
66167	6358	7314	0.105786
12508	4122	430	0.1734071
30281	178	120	0.2297612
251	3091	1087	0.225587
151	29266	14464	0.0564715
2975	235	3813	0.1902481
198	112	3287	0.0464161
10284	705	5824	0.1327937
29655	569	8160	0.1407693
94060	984	24749	0.127581
369	389	95988	0.2300972
60075	35475	1278	0.1713701
23064	69526	46937	0.0710875
8448	1546	101	0.1492709
21440	1284	14000	0.0689527
4382	43743	21902	0.1205368
48424	31046	20672	0.1099059
5145	3065	1410	0.146632
126	20804	781	0.0762701
2786	246	7876	0.1806088
522	255	2079	0.1322662
16104	13316	9714	0.1266742
1176	26285	12368	0.187435
19134	807	133	0.2101431
306	461	2557	0.2015996
1272	518	65669	0.0556862
3201	10990	27266	0.0338992
243	472	53025	0.0104581
17593	79335	166	0.1335122
28989	110	12691	0.1692506
28617	71622	550	0.1315624
95102	1054	68212	0.1409045
113	7391	167	0.1386804
554	1701	15854	0.2317394
610	16613	52446	0.1041565
9811	796	3711	0.0929677
49266	6069	5090	0.1343279
4599	6162	6175	0.1118528
324	537	30087	0.2080217
187	581	156	0.2188022
1799	164	416	0.2344827
4815	6657	3427	0.1315686
161	2750	42497	0.1118962
2392	205	79770	0.1338111
22091	102	6874	0.0897973
562	11733	1636	0.0868606
410	101	585	0.1399055
35334	238	605	0.2470271
10316	1906	2589	0.0872782
33283	1802	1066	0.135444
27475	4971	32065	0.0764735
1095	52629	80261	0.2642224
130	29501	2054	0.1873769
1645	65794	2544	0.1784798
1590	21828	854	0.0809865
20003	190	194	0.1852475
10011	854	4101	0.0614204
18801	151	2713	0.2701997
78221	23301	38484	0.1876432
713	2487	29038	0.1828851
6410	2682	293	0.173833
1190	318	15220	0.0161059
19043	302	18191	0.1908023
9586	703	83336	0.2736955
6355	137	1511	0.2163134
7379	3226	151	0.1288082
460	76589	2548	0.2477901
5526	798	40029	0.1040587
114	282	3548	0.0393072
1984	27582	8543	0.2263557
13448	2980	27211	0.0111053
2053	84126	33323	0.1605242
5063	50247	295	0.1375304
45017	3635	16845	0.0766306
2340	104	154	0.0682667
16057	55181	1695	0.0016188
2252	610	29734	0.1870584
34247	99060	163	0.0197934
2717	3008	4932	0.0492719
7166	4156	11524	0.2896646
3272	2450	19479	0.1059783
4974	72541	64739	0.0043085
12521	581	831	0.2426958
80536	8624	11203	0.1930753
109	904	2618	0.081987
1173	801	34965	0.1807792
1535	12047	12182	0.1593601
73080	23221	901	0.1326158
830	26540	57924	0.277871
68516	19664	926	0.2421897
556	3287	283	0.1714762
8438	20424	451	0.2626421
195	40939	2552	0.0261687
5687	49626	8739	0.018877
294	73393	1981	0.1918043
105	329	11919	0.2675743
104	25290	9427	0.1191233
102	54851	1889	0.0413636
461	6395	25874	0.0807958
14097	70455	73499	0.0997418
4085	16598	198	0.0945756
21933	273	17779	0.1243758
25412	229	637	0.1644565
19239	1689	1397	0.0331901
712	4433	20039	0.1118298
144	640	57562	0.2294724
1002	15378	92258	0.0809143
226	3190	868	0.2225941
288	865	1299	0.138022
1711	705	3390	0.2686974
3551	212	7750	0.1891186
37860	295	450	0.136956
638	168	696	0.1340007
31138	2303	114	0.2385253
5747	22890	67926	0.0960884
16008	2519	51696	0.2718068
6449	299	56913	0.0393011
4461	473	47687	0.2483
694	11910	188	0.1821001
2056	2498	17225	0.16157
267	403	948	0.2393729
19929	34478	32544	0.0742549
13412	433	4217	0.084028
15817	716	101	0.2067403
30611	65077	4128	0.0757183
14354	18021	13595	0.2189212
62877	172	230	0.0099574
11559	331	74605	0.1016904
170	15666	21670	0.1364078
15928	7219	51226	0.2742094
978	87454	5986	0.0892281
3299	264	223	0.1652583
18942	109	2871	0.1213505
21616	5189	5532	0.2410562
236	6055	114	0.0935423
216	450	1079	0.2385429
44290	4821	11563	0.1306855
21704	38543	5221	0.0833302
343	3785	19910	0.0943485
83367	261	279	0.0387933
73179	3808	110	0.1127501
153	16550	96349	0.0846706
35371	449	19997	0.0895321
33265	132	1057	0.0157459
25455	158	3919	0.0574898
317	85381	1608	0.1889494
149	75394	1485	0.1207288
3384	33427	26712	0.2526508
17119	25421	4309	0.2440051
1355	811	2296	0.2488855
18942	7311	51719	0.1761643
12143	6115	42364	0.1646509
2539	26408	59115	0.1713709
7739	835	914	0.033788
22246	433	31120	0.0745588
1221	11866	30589	0.0059796
2372	273	1519	0.0760351
1094	17292	339	0.0759273
6227	14840	635	0.1787911
1103	192	847	0.2835478
338	342	5178	0.0783926
2736	225	109	0.2173696
1071	1575	1812	0.0371605
74183	13282	9086	0.1518167
117	348	908	0.0296424
554	22022	522	0.1569257
7792	17236	99877	0.1104802
30544	406	198	0.017357
40415	1974	30704	0.0715261
15996	230	1262	0.285705
232	435	63372	0.0742783
3119	1540	109	0.0225089
190	3687	6143	0.2937834
629	208	34556	0.0356505
848	262	1980	0.0721981
1407	47712	1181	0.1172927
676	415	371	0.2127522
425	589	3000	0.2844593
182	24643	3220	0.0805966
3496	250	10733	0.1535162
2031	38086	64279	0.176295
28874	415	12626	0.1433625
291	7383	139	0.0076513
54086	214	2398	0.052267
238	257	17171	0.0688097
44046	43875	1564	0.1744626
181	16131	134	0.2036247
722	8321	1799	0.2495076
89826	26819	377	0.1071822
88214	551	62088	0.0307575
174	144	78112	0.2941113
1339	6837	4469	0.1517787
13574	19966	474	0.2507428
34666	128	190	0.1812675
42400	239	1536	0.1388695
470	2288	4371	0.0157721
4230	96840	152	0.2791979
15984	35075	7454	0.1859261
1894	85998	102	0.0136482
126	1213	2915	0.1446317
38045	56251	707	0.2470207
1767	78643	715	0.2795682
633	389	772	0.0153562
3451	177	2723	0.1382619
7621	90830	84961	0.0990419
5402	368	113	0.0686395
52481	843	4546	0.0069707
7295	242	908	0.2831686
37806	394	316	0.0519209
66304	2469	5279	0.0243774
1270	168	72904	0.1213268
649	2023	6399	0.0591092
163	12184	3011	0.0032597
16626	1203	307	0.2748616
148	179	9322	0.0728242
118	28963	1183	0.0558287
30642	459	195	0.0324751
27264	134	37709	0.1290925
55430	697	32482	0.1700011
2215	9389	157	0.2971392
566	2536	1259	0.113481
204	3135	5735	0.2019274
1287	68896	169	0.2496795
9057	3922	464	0.2813114
303	10455	5030	0.2112388
91310	68156	247	0.0243088
2149	118	8559	0.1086001
589	9811	977	0.1153301
13922	13531	316	0.0577324
319	30169	77796	0.2673214
151	1868	4198	0.0323216
147	55327	790	0.2500663
32440	27354	58556	0.0259554
1593	1609	9580	0.2600195
18214	9307	431	0.2732823
980	19011	13437	0.1436618
45449	9056	747	0.1633795
2660	840	8222	0.0981145
32230	18390	22121	0.2700967
4276	15354	1826	0.1732126
651	91963	282	0.1037457
1000	5140	10592	0.0707108
29772	3490	50542	0.187104
1133	9259	573	0.2199517
5796	22831	951	0.0467571
1293	5150	1733	0.0778959
4195	63674	64346	0.0164925
160	186	376	0.1553315
31260	12361	106	0.2120495
1676	145	476	0.0458015
156	3274	452	0.095742
64947	159	55233	0.1729305
438	34741	78062	0.1466198
9547	980	1435	0.2260886
294	2285	1019	0.18797
306	7298	106	0.20158
2234	1543	1643	0.0097156
14256	359	28662	0.0033889
5208	2738	375	0.2645623
53953	176	41883	0.2361937
21644	2815	14342	0.1326667
60787	5151	3346	0.0479201
553	6928	803	0.1127293
1017	132	1001	0.0159862
62861	16512	241	0.0166937
295	31233	12801	0.127984
160	2772	20396	0.0653202
1612	27859	544	0.2989412
413	14711	943	0.2359259
717	80437	1035	0.1189284
2455	9950	51863	0.1987083
121	91769	844	0.0436913
1706	13559	216	0.207882
10965	150	4223	0.2345938
681	97494	224	0.0424555
718	4160	29114	0.2553645
85768	761	3501	0.2410373
11912	1178	1815	0.2309273
1490	205	21187	0.154883
19292	806	16379	0.0356809
8366	33174	222	0.1504873
84296	2059	1443	0.1828549
15578	1312	2395	0.100315
8248	291	224	0.0160961
19201	405	3517	0.289609
91498	891	474	0.2367853
1855	256	1289	0.2913496
36784	3692	39945	0.2532347
12786	5532	4822	0.098369
22952	318	19211	0.2772369
3963	863	731	0.2179929
1287	203	4294	0.1805607
11076	8271	274	0.2371903
2191	443	569	0.2390217
259	4027	66312	0.1942118
8972	453	35074	0.2420159
33129	277	137	0.2736445
22657	110	3373	0.0477738
3659	42526	28677	0.058951
40706	106	4097	0.1878327
98721	32006	123	0.0623541
41148	8804	97129	0.2686581
16700	1738	699	0.2624384
1404	17444	1755	0.1120304
23604	1719	52769	0.0520305
500	4014	155	0.0166081
8378	857	19054	0.0717135
1078	6465	25285	0.0727483
24116	3813	1251	0.2328522
32305	201	1499	0.1399908
1174	8008	103	0.1834909
22018	84015	192	0.1397312
507	3343	2039	0.1892525
9921	63371	29885	0.2266927
132	3240	33579	0.0285836
27254	48307	3241	0.0822821
148	8731	40768	0.2312566
79226	2089	684	0.0975689
338	1578	16247	0.1806581
40463	246	490	0.2656264
646	588	1552	0.0746854
23723	52342	16470	0.1559494
2576	14334	52263	0.0196711
253	71750	366	0.0094292
2363	6544	42083	0.0536207
207	78243	508	0.10492
517	346	502	0.1249739
267	57095	112	0.156343
125	234	369	0.223873
19034	4518	181	0.0076027
369	622	48803	0.2362662
1006	875	185	0.2480793
305	4684	1273	0.1357325
92147	859	40369	0.2246955
467	662	151	0.0136449
274	364	1999	0.1334947
3880	8390	322	0.1041808
7130	41883	66879	0.1892792
2145	898	26983	0.1959972
84911	59247	2774	0.1466895
74193	75874	1176	0.0290267
20762	30793	183	0.1764689
6036	4404	5376	0.1237732
63360	433	178	0.1674698
29027	5432	85421	0.2042719
1030	313	1090	0.2017409
6314	1678	193	0.2674215
4137	131	9648	0.1905064
10979	3430	2546	0.2201584
575	461	1213	0.29142
28904	5932	1288	0.2810414
4062	21328	716	0.2314194
14227	1607	4711	0.0254752
1431	2116	30370	0.0965304
691	34290	7661	0.0115701
5351	39638	479	0.1866591
15236	90619	134	0.2991403
10659	835	660	0.0148621
38183	5314	234	0.0758492
21896	51533	34273	0.0835002
242	564	616	0.1501031
2449	24340	1677	0.0173989
22514	2810	11860	0.0768544
4331	145	12435	0.2312341
15537	24251	27597	0.0850305
97406	1390	60149	0.1318133
661	834	29162	0.265491
86389	124	55044	0.0665528
152	272	1100	0.0959962
915	329	59147	0.2870558
583	553	355	0.117743
857	47477	234	0.1263741
803	28054	1966	0.2685474
59651	27468	1242	0.2719971
370	226	288	0.042913
2659	508	252	0.2481896
481	2144	165	0.0459226
16954	26192	8769	0.0927634
3018	98369	36027	0.0303112
2330	218	167	0.1100607
225	12895	15685	0.2507333
4690	10818	183	0.0700821
56573	51317	552	0.0502234
1944	225	846	0.2838209
18319	361	4176	0.0630065
2037	106	1096	0.2804308
12455	15249	309	0.0268292
585	11485	28608	0.286809
399	561	48660	0.0922635
26170	111	3583	0.0844707
11706	45743	6893	0.1599209
1285	8202	77221	0.1675525
789	236	65032	0.1099148
37393	1457	4406	0.0484542
3225	2794	66093	0.0748615
41336	164	14012	0.1907903
438	1206	4611	0.268954
17564	10319	89221	0.0587389
45728	1767	656	0.0209896
285	75195	1446	0.1610832
472	11057	280	0.0018979
27784	17430	526	0.1693887
128	4032	18148	0.2728277
636	34725	783	0.148104
100	389	605	0.089923
2869	102	327	0.2286656
49977	588	447	0.2553819
5246	25282	57940	0.2814745
2182	1639	3088	0.2888053
25796	40353	1031	0.2160797
1206	1182	8077	0.1345414
359	86880	118	0.0373532
3536	111	36214	0.090238
1433	5719	7044	0.0859868
506	17120	3382	0.2555757
67568	1305	478	0.094652
334	1534	662	0.2458223
9655	902	2564	0.2626611
11025	543	2189	0.0555378
7165	5727	274	0.1838911
116	2615	1058	0.2164138
37417	4439	13630	0.03925
490	201	11669	0.2953334
417	114	564	0.1454871
10724	1487	101	5.10669e-05
1212	2061	86045	0.2709714
96073	1384	75467	0.1992159
15286	158	5313	0.0312127
3491	1680	308	0.2876407
312	418	156	0.2069197
14311	44520	28389	0.1984245
74411	124	49190	0.2332693
565	158	476	0.2863091
37466	173	129	0.2752727
74903	62971	4736	0.2696666
1421	3255	157	0.1621342
1406	26211	316	0.1636882
153	453	5794	0.2697672
263	63989	21032	0.1220581
5501	49712	39458	0.0229875
1848	119	207	0.2487643
11163	163	130	0.2921644
119	1175	23781	0.1857666
272	34495	202	0.2458026
16916	44365	45851	0.165106
2261	98949	54518	0.052234
8551	397	35184	0.0085998
1550	79594	43490	0.2952858
52684	402	209	0.229509
1195	457	2066	0.1689995
154	713	9452	0.1535652
20069	5855	91437	0.2897897
748	5295	4723	0.1654472
3206	49574	390	0.1314032
227	51468	14696	0.2752699
13651	28463	4041	0.1387462
758	3335	76232	0.1899504
171	3456	31397	0.2330426
5929	865	94805	0.2699928
3086	109	85282	0.0618034
174	68362	829	0.143777
583	152	2219	0.1334225
53104	6270	25879	0.2177998
265	59771	15598	0.0859737
12026	1091	3620	0.2602616
189	83145	92690	0.025601
3032	6908	544	0.0068228
8502	255	92829	0.2022702
96919	234	218	0.2957185
10702	6761	15644	0.002033
27731	6983	219	0.06326
1821	37762	23088	0.1516994
28553	1372	9209	0.1421188
1293	33379	447	0.1219376
70535	353	1253	0.0808515
1427	32834	13799	0.2704799
22613	370	6875	0.2792221
3281	41307	3135	0.0563132
3822	263	434	0.1856967
6428	277	40332	0.0262431
9794	153	9336	0.1121048
17895	282	76356	0.0281611
1036	59003	1317	0.2237253
206	37873	3341	0.1879843
182	83042	98680	0.2403514
587	8314	8153	0.2193233
14009	5990	28247	0.2990674
186	158	2170	0.2566796
34151	2123	48824	0.1917376
15934	36435	1516	0.0474516
202	8279	62804	0.21125
7032	37714	4485	0.238916
1883	7259	25467	0.1817443
148	25507	8431	0.2424205
450	439	2706	0.0335372
1774	209	12612	0.0540998
29086	15917	27495	0.1201502
538	8860	169	0.0872528
4408	1359	99432	0.1951501
5585	31964	185	0.2722222
1330	6425	3616	0.2935364
8911	1035	292	0.1992406
7302	306	30068	0.1000828
6765	17113	176	0.2434654
187	4620	13030	0.2895585
675	14032	13238	0.155274
545	396	181	0.0237449
286	814	9082	0.1660955
6020	882	719	0.0248195
3097	73697	197	0.0029041
8475	595	12204	0.0835666
1312	1204	5632	0.0091598
249	25087	4924	0.1509576
11168	22731	580	0.2463167
106	409	11970	0.1701779
33430	396	4987	0.1834408
3619	5052	8209	0.0994602
1304	14640	483	0.0182077
1853	51940	1596	0.2319905
125	58235	614	0.12736
371	44313	1443	0.1754911
2435	2289	91849	0.2945204
24379	14248	2157	0.0496454
5650	1345	22135	0.174611
32102	23497	42895	0.179809
958	9671	20085	0.2122976
215	3628	462	0.1418551
11778	200	9161	0.2144731
9479	13536	365	0.0392727
350	141	768	0.2764205
1052	367	32371	0.0653144
213	4686	10486	0.0895669
613	98282	51875	0.1665644
22588	242	729	0.186013
47578	1302	8313	0.0595207
3280	1014	545	0.065445
110	1801	94034	0.0373087
42231	3835	59817	0.153344
4266	2599	60888	0.132281
1241	7926	1865	0.1473163
7626	35533	31534	0.1475865
6124	902	2556	0.1322339
12233	20288	262	0.0171047
334	20021	97135	0.2488668
8614	1245	738	0.2006349
377	132	42152	0.2314814
1288	145	14684	0.0878018
3960	80845	283	0.1355067
10642	40974	149	0.1344861
303	2726	464	0.0555273
20909	7551	31950	0.0619291
1016	45212	8102	0.2315292
201	41707	14320	0.021596
200	2307	1048	0.0527244
333	76961	1995	0.0442179
297	93792	452	0.1532291
97030	3478	464	0.2904504
1970	214	380	0.2619955
617	1771	70858	0.0360906
66100	1826	1968	0.0582921
43725	19080	37837	0.1155529
27199	302	500	0.0494764
42228	4308	476	0.0578034
138	216	94453	0.2700385
1223	1803	587	0.0646097
68399	443	1050	0.2721804
95385	75054	434	0.2145842
8484	347	67211	0.0028823
182	46318	58061	0.289506
67785	209	3606	0.0286524
284	25732	13664	0.0648403
314	85718	3969	0.1068745
1857	94410	52828	0.067436
21528	567	569	0.261191
10469	81688	2464	0.2539502
445	239	8663	0.2339081
1514	1852	2769	0.2492628
68846	110	1263	0.0018719
97092	622	837	0.2160694
2060	185	9253	0.0367574
716	531	567	0.2389124
77864	28051	1233	0.092159
3057	3133	2835	0.0338508
303	3272	15306	0.0435244
26502	2196	53109	0.1336375
4160	2143	12659	0.0901331
13169	9930	83207	0.2943887
728	2030	3317	0.109832
2671	78628	1221	0.031062
78894	264	142	0.0745134
6990	126	58540	0.1501506
2648	58950	824	0.2085855
4724	8438	17399	0.1370079
25428	455	7027	0.2757146
19910	722	2005	0.2580718
35556	465	585	0.0740245
44826	2248	372	0.1980931
123	25965	33032	0.0337434
46494	629	12469	0.0249032
8430	2777	11338	0.2362408
49876	11522	4381	0.1281561
5709	711	214	0.068654
175	54316	54899	0.0916114
214	549	1683	0.1507096
271	9300	25448	0.1174
699	29696	107	0.2311916
16917	151	53511	0.1123752
7983	987	26681	0.1612552
411	3692	69366	0.1634804
217	106	32662	0.1144439
829	4004	37606	0.1917897
3713	111	202	0.035549
3720	8257	331	0.0802088
34784	1148	86335	0.1085345
2798	118	2756	0.0121791
327	201	1487	0.2099605
6550	1371	2192	0.141297
14792	1513	1588	0.0077801
249	308	450	0.0042559
85372	9357	23753	0.1142997
5395	45096	48232	0.1780429
301	13270	275	0.151497
56368	5059	196	0.192453
720	2158	87792	0.0840845
1601	12202	1838	0.1527193
130	2162	954	0.0427592
153	735	1314	0.0760953
380	650	441	0.2931999
210	54487	67271	0.1590382
27911	68925	14326	0.0975442
85594	17963	140	0.0642855
1161	73455	12532	0.2970343
201	61230	8390	0.2170366
2457	3651	314	0.1800019
21422	88520	8965	0.1889087
47544	399	22846	0.1775595
5911	1095	5970	0.0214691
185	119	5531	0.1234251
6060	3002	40121	0.0944559
87999	26142	85088	0.1384817
3432	1484	6432	0.16916
1368	110	374	0.1547678
921	6141	65213	0.2231096
37093	11987	17085	0.1698194
296	4687	1095	0.0120464
83473	47940	109	0.1919153
1783	565	230	0.2698876
266	284	1685	0.0783188
9603	145	11878	0.0446001
1077	190	34910	0.0073472
369	127	14969	0.0148618
143	11537	1562	0.2863337
168	7100	382	0.0245602
9797	29905	143	0.0752393
15463	4405	41386	0.0690206
10261	196	10109	0.089116
1661	51200	113	0.2420681
8371	148	319	0.0608557
2785	15424	34507	0.2675945
489	367	5770	0.0498995
3654	5223	120	0.2736009
2772	858	6004	0.109125
8785	23199	245	0.1611707
2276	23573	37073	0.2959123
4573	97054	408	0.047994
2357	425	1265	0.2727131
194	7320	145	0.2255116
1078	16757	9417	0.1098044
50148	178	199	0.0399497
8625	42883	2099	0.1261456
1119	117	6456	0.1442888
6280	75051	32092	0.1717719
7938	471	32536	0.1434457
34032	34433	3350	0.046477
10416	67708	27285	0.1043425
9953	14001	58768	0.0682305
2072	209	63347	0.2914394
375	49397	283	0.2942499
1222	86565	928	0.2938079
1250	3674	1592	0.2823687
70278	215	65946	0.29894
168	67257	2132	0.2017952
8609	95241	396	0.202139
11424	4250	643	0.1106557
9585	7458	298	0.1859913
6000	873	327	0.2076057
670	15115	4123	0.2542499
20453	4981	13673	0.2999784
786	28648	279	0.2976602
122	1382	74743	0.0209859
2186	849	27484	0.1714526
823	32471	26720	0.2011213
12906	6139	2102	0.1554659
17963	31969	487	0.2847036
27369	230	34973	0.0249602
54879	154	13943	0.1725105
4356	46630	38221	0.0343322
516	1982	4783	0.2970381
57786	4865	344	0.022354
4862	1025	2444	0.0979502
55228	1791	99714	0.2061175
9076	8865	716	0.2170572
657	598	247	0.2745012
267	3770	3389	0.1369284
1469	564	1504	0.0691963
667	2605	419	0.1131305
11116	117	3596	0.0193225
352	5496	9809	0.0266689
35006	5844	71665	0.2994396
57583	369	156	0.0269876
3172	6767	14651	0.0020936
296	183	22254	0.1630521
43770	293	4651	0.1493598
291	44479	9724	0.2475476
5117	1706	16064	0.1963526
15396	193	9453	0.0548065
18861	3663	379	0.0406913
1269	1846	10516	0.2536749
1290	512	10576	0.2331081
894	943	13913	0.2570506
2294	210	971	0.1583281
35699	5061	1954	0.1996084
30986	1956	26018	0.2353388
29123	8484	1770	0.1964651
524	2857	992	0.1141471
20512	2358	30696	0.0070679
12789	2206	320	0.1880842
124	192	1528	0.2712944
5505	821	35338	0.2834036
665	111	19955	0.0310934
698	13279	25721	0.2962319
9001	445	112	0.104005
4009	479	6681	0.2070944
757	7241	2432	0.1647665
